trein_id,dienst_datum,reizigers,zitplaatsen_beschikbaar,bezettingsgraad_pct
IC1032,2024-07-31,390,340,114.7
IC1005,2024-07-31,500,420,119.0
IC1003,2024-07-31,458,420,109.0
IC1018,2024-07-31,252,280,90.0
IC1022,2024-07-31,369,320,115.3
SPR2004,2024-07-31,365,340,107.4
IC1016,2024-07-31,466,360,129.4
IC1043,2024-07-31,290,320,90.6
SPR2009,2024-07-31,468,640,73.1
IC1020,2024-07-31,362,560,64.6
IC1004,2024-07-31,580,560,103.6
IC1048,2024-07-31,426,340,125.3
IC1001,2024-07-31,322,280,115.0
IC1012,2024-07-31,600,540,111.1
IC1046,2024-07-31,519,540,96.1
IC1023,2024-07-31,522,720,72.5
IC1047,2024-07-31,285,360,79.2
IC1007,2024-07-31,287,360,79.7
IC1040,2024-07-31,447,420,106.4
SPR2025,2024-07-31,611,510,119.8
SPR2021,2024-07-31,292,420,69.5
SPR2000,2024-07-31,261,420,62.1
IC1002,2024-07-31,344,360,95.6
SPR2016,2024-07-31,343,280,122.5
IC1044,2024-07-31,916,720,127.2
IC1034,2024-07-31,523,560,93.4
IC1021,2024-07-31,557,720,77.4
SPR2002,2024-07-31,477,420,113.6
SPR2006,2024-07-31,517,720,71.8
SPR2024,2024-07-31,376,320,117.5
SPR2014,2024-07-31,870,720,120.8
IC1049,2024-07-31,261,320,81.6
IC1015,2024-07-31,349,480,72.7
IC1024,2024-08-01,379,560,67.7
SPR2011,2024-08-01,349,340,102.6
IC1001,2024-08-01,411,320,128.4
SPR2016,2024-08-01,328,360,91.1
SPR2021,2024-08-01,564,720,78.3
IC1015,2024-08-01,636,540,117.8
IC1019,2024-08-01,615,560,109.8
IC1021,2024-08-01,469,720,65.1
SPR2017,2024-08-01,250,320,78.1
IC1040,2024-08-01,439,510,86.1
IC1036,2024-08-01,481,640,75.2
SPR2005,2024-08-01,779,640,121.7
IC1034,2024-08-01,497,680,73.1
SPR2010,2024-08-01,323,280,115.4
IC1029,2024-08-01,469,420,111.7
SPR2012,2024-08-01,413,680,60.7
SPR2006,2024-08-01,445,560,79.5
SPR2002,2024-08-01,612,640,95.6
SPR2020,2024-08-01,361,480,75.2
SPR2015,2024-08-01,422,360,117.2
IC1025,2024-08-01,236,340,69.4
IC1038,2024-08-01,365,510,71.6
IC1030,2024-08-01,728,720,101.1
IC1023,2024-08-01,209,340,61.5
IC1006,2024-08-01,466,360,129.4
SPR2007,2024-08-01,699,720,97.1
SPR2028,2024-08-01,443,420,105.5
IC1012,2024-08-01,264,340,77.6
IC1032,2024-08-01,646,510,126.7
SPR2025,2024-08-01,350,420,83.3
SPR2022,2024-08-01,496,720,68.9
IC1037,2024-08-01,293,320,91.6
IC1000,2024-08-01,468,680,68.8
IC1002,2024-08-01,611,480,127.3
IC1011,2024-08-01,266,280,95.0
IC1009,2024-08-01,367,360,101.9
IC1027,2024-08-01,638,680,93.8
SPR2013,2024-08-01,259,340,76.2
IC1033,2024-08-01,258,360,71.7
SPR2001,2024-08-01,918,720,127.5
SPR2021,2024-08-02,345,420,82.1
SPR2015,2024-08-02,326,510,63.9
IC1012,2024-08-02,266,280,95.0
SPR2011,2024-08-02,393,510,77.1
IC1021,2024-08-02,350,320,109.4
IC1038,2024-08-02,276,320,86.2
SPR2023,2024-08-02,426,340,125.3
IC1043,2024-08-02,506,560,90.4
SPR2026,2024-08-02,729,680,107.2
SPR2008,2024-08-02,382,320,119.4
IC1032,2024-08-02,578,480,120.4
IC1033,2024-08-02,414,420,98.6
IC1001,2024-08-02,325,280,116.1
IC1025,2024-08-02,417,540,77.2
SPR2002,2024-08-02,429,420,102.1
IC1029,2024-08-02,423,680,62.2
SPR2005,2024-08-02,300,360,83.3
IC1026,2024-08-02,269,320,84.1
SPR2001,2024-08-02,436,360,121.1
IC1008,2024-08-02,447,480,93.1
IC1031,2024-08-02,760,680,111.8
IC1006,2024-08-02,669,720,92.9
IC1034,2024-08-02,278,340,81.8
SPR2006,2024-08-02,352,280,125.7
SPR2018,2024-08-02,331,320,103.4
SPR2004,2024-08-02,534,510,104.7
IC1028,2024-08-02,453,480,94.4
SPR2016,2024-08-02,248,340,72.9
IC1022,2024-08-02,663,560,118.4
IC1017,2024-08-02,714,640,111.6
IC1013,2024-08-02,294,340,86.5
SPR2013,2024-08-02,527,420,125.5
IC1010,2024-08-02,605,720,84.0
IC1039,2024-08-02,175,280,62.5
IC1030,2024-08-02,219,280,78.2
IC1044,2024-08-02,274,320,85.6
IC1045,2024-08-02,657,560,117.3
SPR2028,2024-08-02,736,640,115.0
IC1040,2024-08-02,613,680,90.1
SPR2010,2024-08-02,610,560,108.9
IC1015,2024-08-03,516,680,75.9
IC1005,2024-08-03,660,540,122.2
SPR2005,2024-08-03,360,560,64.3
SPR2010,2024-08-03,316,360,87.8
IC1013,2024-08-03,489,420,116.4
IC1028,2024-08-03,517,540,95.7
SPR2016,2024-08-03,654,560,116.8
IC1003,2024-08-03,401,560,71.6
SPR2026,2024-08-03,558,720,77.5
IC1002,2024-08-03,597,680,87.8
IC1000,2024-08-03,336,280,120.0
SPR2018,2024-08-03,711,560,127.0
IC1042,2024-08-03,204,320,63.7
SPR2023,2024-08-03,603,480,125.6
SPR2011,2024-08-03,696,640,108.7
IC1038,2024-08-03,478,510,93.7
SPR2017,2024-08-03,262,340,77.1
IC1036,2024-08-03,431,540,79.8
IC1017,2024-08-03,298,280,106.4
SPR2025,2024-08-03,250,280,89.3
SPR2008,2024-08-03,317,510,62.2
IC1016,2024-08-03,689,540,127.6
IC1007,2024-08-03,682,640,106.6
IC1034,2024-08-03,391,340,115.0
IC1011,2024-08-03,535,510,104.9
IC1010,2024-08-03,351,320,109.7
IC1037,2024-08-03,351,560,62.7
SPR2014,2024-08-03,488,560,87.1
IC1021,2024-08-03,602,480,125.4
SPR2002,2024-08-03,812,640,126.9
SPR2012,2024-08-03,522,420,124.3
IC1033,2024-08-03,662,510,129.8
IC1031,2024-08-03,207,320,64.7
IC1008,2024-08-03,328,510,64.3
SPR2022,2024-08-03,902,720,125.3
SPR2007,2024-08-03,347,560,62.0
IC1009,2024-08-03,878,720,121.9
IC1043,2024-08-03,655,540,121.3
SPR2013,2024-08-03,332,340,97.6
IC1030,2024-08-03,827,680,121.6
IC1047,2024-08-04,735,680,108.1
SPR2005,2024-08-04,201,280,71.8
IC1030,2024-08-04,500,420,119.0
IC1017,2024-08-04,493,560,88.0
SPR2010,2024-08-04,541,720,75.1
IC1019,2024-08-04,436,340,128.2
IC1014,2024-08-04,690,640,107.8
IC1007,2024-08-04,372,510,72.9
IC1022,2024-08-04,653,540,120.9
IC1013,2024-08-04,635,540,117.6
IC1034,2024-08-04,376,560,67.1
IC1039,2024-08-04,192,280,68.6
IC1005,2024-08-04,242,320,75.6
SPR2015,2024-08-04,516,420,122.9
SPR2023,2024-08-04,598,540,110.7
IC1032,2024-08-04,517,420,123.1
IC1038,2024-08-04,667,560,119.1
IC1024,2024-08-04,311,320,97.2
IC1001,2024-08-04,305,480,63.5
IC1042,2024-08-04,795,720,110.4
SPR2011,2024-08-04,742,720,103.1
IC1018,2024-08-04,320,420,76.2
IC1048,2024-08-04,636,510,124.7
SPR2019,2024-08-04,583,540,108.0
SPR2028,2024-08-04,743,640,116.1
IC1010,2024-08-04,731,640,114.2
IC1029,2024-08-04,351,510,68.8
SPR2013,2024-08-04,334,420,79.5
SPR2020,2024-08-04,317,280,113.2
IC1009,2024-08-04,544,540,100.7
SPR2012,2024-08-04,247,360,68.6
SPR2004,2024-08-04,457,510,89.6
SPR2024,2024-08-04,552,720,76.7
IC1046,2024-08-04,539,480,112.3
IC1028,2024-08-04,473,680,69.6
IC1036,2024-08-04,288,280,102.9
SPR2000,2024-08-04,198,320,61.9
IC1044,2024-08-04,520,480,108.3
SPR2003,2024-08-04,212,320,66.2
IC1035,2024-08-04,220,320,68.8
IC1012,2024-08-05,598,640,93.4
SPR2026,2024-08-05,206,340,60.6
IC1046,2024-08-05,822,640,128.4
IC1018,2024-08-05,268,340,78.8
SPR2020,2024-08-05,410,680,60.3
IC1035,2024-08-05,614,510,120.4
SPR2000,2024-08-05,206,320,64.4
IC1039,2024-08-05,678,560,121.1
IC1003,2024-08-05,741,640,115.8
IC1047,2024-08-05,191,280,68.2
IC1015,2024-08-05,285,420,67.9
SPR2028,2024-08-05,716,640,111.9
SPR2027,2024-08-05,735,640,114.8
IC1049,2024-08-05,241,280,86.1
SPR2014,2024-08-05,412,340,121.2
IC1043,2024-08-05,206,280,73.6
IC1010,2024-08-05,657,640,102.7
SPR2017,2024-08-05,320,360,88.9
IC1009,2024-08-05,283,340,83.2
IC1023,2024-08-05,331,340,97.4
SPR2029,2024-08-05,552,680,81.2
IC1048,2024-08-05,385,510,75.5
IC1034,2024-08-05,547,560,97.7
SPR2018,2024-08-05,494,510,96.9
IC1027,2024-08-05,747,640,116.7
SPR2022,2024-08-05,759,720,105.4
IC1028,2024-08-05,467,560,83.4
SPR2007,2024-08-05,367,340,107.9
IC1024,2024-08-05,218,320,68.1
SPR2008,2024-08-05,523,720,72.6
SPR2010,2024-08-05,363,360,100.8
IC1032,2024-08-05,316,320,98.8
SPR2016,2024-08-05,699,720,97.1
IC1014,2024-08-05,292,280,104.3
IC1013,2024-08-05,361,510,70.8
IC1007,2024-08-05,650,560,116.1
IC1030,2024-08-05,824,680,121.2
IC1026,2024-08-05,328,340,96.5
SPR2024,2024-08-05,777,720,107.9
IC1005,2024-08-05,751,640,117.3
IC1012,2024-08-06,569,540,105.4
IC1003,2024-08-06,506,560,90.4
IC1028,2024-08-06,345,320,107.8
SPR2027,2024-08-06,700,560,125.0
IC1000,2024-08-06,272,340,80.0
SPR2003,2024-08-06,557,480,116.0
SPR2022,2024-08-06,662,510,129.8
IC1036,2024-08-06,725,640,113.3
IC1019,2024-08-06,261,320,81.6
IC1048,2024-08-06,287,420,68.3
IC1045,2024-08-06,500,510,98.0
IC1044,2024-08-06,218,320,68.1
SPR2005,2024-08-06,313,340,92.1
IC1004,2024-08-06,267,320,83.4
IC1008,2024-08-06,298,320,93.1
SPR2015,2024-08-06,344,420,81.9
SPR2002,2024-08-06,405,340,119.1
IC1011,2024-08-06,579,640,90.5
IC1013,2024-08-06,188,280,67.1
SPR2019,2024-08-06,441,420,105.0
IC1010,2024-08-06,778,680,114.4
IC1034,2024-08-06,287,320,89.7
IC1005,2024-08-06,573,560,102.3
IC1009,2024-08-06,583,640,91.1
SPR2025,2024-08-06,533,720,74.0
SPR2023,2024-08-06,651,640,101.7
SPR2010,2024-08-06,349,320,109.1
SPR2028,2024-08-06,247,320,77.2
IC1049,2024-08-06,307,280,109.6
IC1043,2024-08-06,865,720,120.1
IC1006,2024-08-06,794,640,124.1
IC1042,2024-08-06,201,280,71.8
IC1024,2024-08-06,387,540,71.7
SPR2021,2024-08-06,410,340,120.6
IC1001,2024-08-06,453,420,107.9
SPR2017,2024-08-06,193,280,68.9
IC1020,2024-08-06,397,420,94.5
SPR2024,2024-08-06,577,510,113.1
SPR2001,2024-08-06,399,540,73.9
SPR2012,2024-08-06,890,720,123.6
IC1022,2024-08-07,578,480,120.4
IC1021,2024-08-07,487,480,101.5
SPR2027,2024-08-07,549,480,114.4
IC1017,2024-08-07,394,560,70.4
IC1002,2024-08-07,216,280,77.1
IC1018,2024-08-07,776,680,114.1
IC1044,2024-08-07,437,480,91.0
IC1030,2024-08-07,305,420,72.6
IC1003,2024-08-07,273,340,80.3
SPR2024,2024-08-07,289,280,103.2
IC1019,2024-08-07,264,420,62.9
SPR2016,2024-08-07,239,340,70.3
SPR2015,2024-08-07,474,640,74.1
IC1033,2024-08-07,390,320,121.9
SPR2011,2024-08-07,830,680,122.1
SPR2010,2024-08-07,314,420,74.8
IC1039,2024-08-07,325,320,101.6
IC1025,2024-08-07,613,720,85.1
IC1026,2024-08-07,355,560,63.4
SPR2022,2024-08-07,240,340,70.6
SPR2017,2024-08-07,289,480,60.2
IC1027,2024-08-07,721,560,128.8
SPR2009,2024-08-07,675,640,105.5
IC1008,2024-08-07,471,680,69.3
SPR2012,2024-08-07,601,540,111.3
IC1028,2024-08-07,329,320,102.8
IC1005,2024-08-07,268,360,74.4
IC1012,2024-08-07,482,510,94.5
SPR2004,2024-08-07,328,320,102.5
IC1046,2024-08-07,409,480,85.2
IC1035,2024-08-07,432,340,127.1
IC1047,2024-08-07,279,420,66.4
IC1045,2024-08-07,289,420,68.8
SPR2028,2024-08-07,671,560,119.8
IC1041,2024-08-07,372,480,77.5
IC1011,2024-08-07,331,480,69.0
SPR2001,2024-08-07,243,280,86.8
IC1009,2024-08-07,344,480,71.7
SPR2029,2024-08-07,514,540,95.2
IC1001,2024-08-07,534,480,111.2
IC1013,2024-08-08,632,560,112.9
IC1049,2024-08-08,292,360,81.1
SPR2013,2024-08-08,368,340,108.2
IC1007,2024-08-08,867,680,127.5
IC1015,2024-08-08,387,640,60.5
IC1040,2024-08-08,505,480,105.2
IC1021,2024-08-08,398,420,94.8
SPR2024,2024-08-08,595,680,87.5
SPR2003,2024-08-08,507,680,74.6
IC1033,2024-08-08,192,280,68.6
SPR2006,2024-08-08,634,510,124.3
SPR2028,2024-08-08,223,360,61.9
SPR2010,2024-08-08,594,640,92.8
SPR2027,2024-08-08,267,360,74.2
IC1025,2024-08-08,478,680,70.3
IC1032,2024-08-08,474,560,84.6
SPR2000,2024-08-08,394,480,82.1
IC1036,2024-08-08,627,680,92.2
IC1031,2024-08-08,604,640,94.4
IC1047,2024-08-08,400,420,95.2
SPR2012,2024-08-08,443,640,69.2
SPR2029,2024-08-08,230,320,71.9
IC1020,2024-08-08,297,360,82.5
SPR2001,2024-08-08,183,280,65.4
SPR2021,2024-08-08,804,680,118.2
IC1006,2024-08-08,320,480,66.7
SPR2017,2024-08-08,547,720,76.0
IC1011,2024-08-08,711,680,104.6
IC1039,2024-08-08,450,360,125.0
IC1045,2024-08-08,333,480,69.4
SPR2015,2024-08-08,290,320,90.6
IC1038,2024-08-08,387,480,80.6
IC1034,2024-08-08,393,420,93.6
IC1005,2024-08-08,580,640,90.6
IC1004,2024-08-08,642,640,100.3
IC1028,2024-08-08,302,480,62.9
IC1009,2024-08-08,566,480,117.9
IC1046,2024-08-08,199,320,62.2
SPR2014,2024-08-08,360,360,100.0
IC1026,2024-08-08,397,340,116.8
SPR2016,2024-08-09,367,540,68.0
SPR2026,2024-08-09,732,680,107.6
SPR2019,2024-08-09,313,420,74.5
IC1041,2024-08-09,206,280,73.6
SPR2000,2024-08-09,454,720,63.1
SPR2003,2024-08-09,274,320,85.6
SPR2011,2024-08-09,624,510,122.4
IC1025,2024-08-09,349,320,109.1
IC1033,2024-08-09,638,640,99.7
IC1021,2024-08-09,633,540,117.2
SPR2006,2024-08-09,639,540,118.3
SPR2013,2024-08-09,548,540,101.5
IC1018,2024-08-09,261,320,81.6
IC1039,2024-08-09,681,560,121.6
SPR2018,2024-08-09,287,340,84.4
IC1023,2024-08-09,519,720,72.1
IC1019,2024-08-09,505,510,99.0
SPR2012,2024-08-09,336,510,65.9
SPR2015,2024-08-09,478,640,74.7
IC1047,2024-08-09,644,540,119.3
IC1011,2024-08-09,642,720,89.2
SPR2009,2024-08-09,527,560,94.1
SPR2008,2024-08-09,469,480,97.7
IC1005,2024-08-09,510,540,94.4
IC1031,2024-08-09,270,360,75.0
IC1043,2024-08-09,844,680,124.1
IC1012,2024-08-09,580,540,107.4
IC1038,2024-08-09,337,320,105.3
SPR2007,2024-08-09,426,360,118.3
IC1024,2024-08-09,343,320,107.2
IC1004,2024-08-09,246,360,68.3
IC1042,2024-08-09,469,560,83.8
IC1020,2024-08-09,551,640,86.1
IC1008,2024-08-09,685,640,107.0
SPR2025,2024-08-09,612,560,109.3
SPR2017,2024-08-09,474,480,98.8
IC1006,2024-08-09,633,720,87.9
IC1016,2024-08-09,388,320,121.2
SPR2005,2024-08-09,504,510,98.8
IC1017,2024-08-09,376,320,117.5
IC1036,2024-08-10,636,510,124.7
IC1006,2024-08-10,645,720,89.6
SPR2027,2024-08-10,337,420,80.2
SPR2003,2024-08-10,585,680,86.0
SPR2011,2024-08-10,447,680,65.7
IC1015,2024-08-10,431,510,84.5
IC1038,2024-08-10,687,720,95.4
IC1023,2024-08-10,252,340,74.1
IC1042,2024-08-10,304,420,72.4
IC1030,2024-08-10,419,510,82.2
IC1047,2024-08-10,362,540,67.0
IC1011,2024-08-10,340,360,94.4
IC1019,2024-08-10,710,680,104.4
IC1018,2024-08-10,364,360,101.1
SPR2024,2024-08-10,254,320,79.4
IC1034,2024-08-10,336,280,120.0
SPR2009,2024-08-10,345,510,67.6
IC1026,2024-08-10,216,360,60.0
IC1008,2024-08-10,222,320,69.4
SPR2008,2024-08-10,376,340,110.6
SPR2028,2024-08-10,737,640,115.2
IC1020,2024-08-10,636,560,113.6
IC1045,2024-08-10,463,560,82.7
IC1048,2024-08-10,824,680,121.2
SPR2010,2024-08-10,586,480,122.1
IC1039,2024-08-10,422,360,117.2
IC1002,2024-08-10,714,640,111.6
SPR2015,2024-08-10,499,420,118.8
IC1004,2024-08-10,594,560,106.1
SPR2006,2024-08-10,815,640,127.3
SPR2007,2024-08-10,291,280,103.9
IC1029,2024-08-10,243,340,71.5
IC1009,2024-08-10,305,420,72.6
IC1032,2024-08-10,649,720,90.1
IC1014,2024-08-10,309,280,110.4
IC1041,2024-08-10,223,320,69.7
IC1007,2024-08-10,353,480,73.5
IC1028,2024-08-10,333,510,65.3
IC1044,2024-08-10,200,280,71.4
SPR2023,2024-08-10,482,640,75.3
SPR2023,2024-08-11,356,360,98.9
IC1016,2024-08-11,279,320,87.2
IC1013,2024-08-11,426,640,66.6
IC1006,2024-08-11,241,340,70.9
IC1004,2024-08-11,347,360,96.4
IC1044,2024-08-11,235,340,69.1
IC1041,2024-08-11,355,320,110.9
IC1010,2024-08-11,480,720,66.7
SPR2001,2024-08-11,395,540,73.1
IC1028,2024-08-11,388,320,121.2
SPR2000,2024-08-11,311,320,97.2
IC1047,2024-08-11,827,640,129.2
IC1005,2024-08-11,197,280,70.4
SPR2026,2024-08-11,274,420,65.2
IC1019,2024-08-11,208,320,65.0
IC1025,2024-08-11,426,340,125.3
IC1032,2024-08-11,441,420,105.0
IC1007,2024-08-11,401,480,83.5
SPR2003,2024-08-11,486,560,86.8
SPR2016,2024-08-11,348,320,108.7
IC1031,2024-08-11,288,280,102.9
IC1012,2024-08-11,577,680,84.9
IC1039,2024-08-11,736,680,108.2
IC1008,2024-08-11,428,510,83.9
IC1037,2024-08-11,467,510,91.6
SPR2013,2024-08-11,669,560,119.5
IC1042,2024-08-11,327,480,68.1
SPR2019,2024-08-11,324,360,90.0
IC1030,2024-08-11,358,540,66.3
IC1033,2024-08-11,319,510,62.5
IC1023,2024-08-11,689,540,127.6
IC1001,2024-08-11,357,360,99.2
SPR2005,2024-08-11,924,720,128.3
SPR2014,2024-08-11,864,720,120.0
SPR2021,2024-08-11,928,720,128.9
IC1036,2024-08-11,677,540,125.4
SPR2024,2024-08-11,340,280,121.4
IC1040,2024-08-11,564,510,110.6
SPR2002,2024-08-11,568,510,111.4
SPR2015,2024-08-11,428,340,125.9
SPR2004,2024-08-12,616,480,128.3
IC1004,2024-08-12,643,510,126.1
SPR2015,2024-08-12,675,720,93.8
IC1047,2024-08-12,436,360,121.1
IC1033,2024-08-12,650,680,95.6
IC1006,2024-08-12,716,720,99.4
SPR2026,2024-08-12,564,480,117.5
IC1046,2024-08-12,401,340,117.9
SPR2029,2024-08-12,635,540,117.6
IC1032,2024-08-12,495,420,117.9
SPR2013,2024-08-12,485,540,89.8
SPR2010,2024-08-12,495,510,97.1
SPR2024,2024-08-12,326,420,77.6
IC1039,2024-08-12,388,420,92.4
SPR2007,2024-08-12,865,680,127.2
IC1019,2024-08-12,492,420,117.1
IC1026,2024-08-12,409,480,85.2
IC1045,2024-08-12,292,280,104.3
SPR2028,2024-08-12,559,720,77.6
IC1008,2024-08-12,417,560,74.5
SPR2008,2024-08-12,428,480,89.2
SPR2000,2024-08-12,230,320,71.9
IC1022,2024-08-12,316,320,98.8
IC1023,2024-08-12,287,320,89.7
IC1021,2024-08-12,390,560,69.6
IC1040,2024-08-12,305,280,108.9
IC1049,2024-08-12,596,540,110.4
SPR2019,2024-08-12,415,340,122.1
IC1035,2024-08-12,593,540,109.8
SPR2014,2024-08-12,255,340,75.0
IC1020,2024-08-12,766,720,106.4
IC1044,2024-08-12,821,640,128.3
IC1037,2024-08-12,646,540,119.6
IC1012,2024-08-12,460,510,90.2
SPR2025,2024-08-12,739,680,108.7
IC1041,2024-08-12,342,560,61.1
IC1009,2024-08-12,361,480,75.2
SPR2011,2024-08-12,448,510,87.8
IC1015,2024-08-12,284,320,88.8
IC1016,2024-08-12,826,680,121.5
IC1034,2024-08-13,413,320,129.1
IC1031,2024-08-13,385,420,91.7
IC1010,2024-08-13,471,540,87.2
SPR2007,2024-08-13,498,720,69.2
SPR2009,2024-08-13,549,720,76.2
IC1036,2024-08-13,251,360,69.7
IC1013,2024-08-13,269,320,84.1
IC1008,2024-08-13,718,640,112.2
IC1021,2024-08-13,332,540,61.5
IC1037,2024-08-13,774,640,120.9
IC1033,2024-08-13,398,360,110.6
SPR2018,2024-08-13,411,480,85.6
IC1011,2024-08-13,696,720,96.7
SPR2028,2024-08-13,216,320,67.5
IC1039,2024-08-13,618,540,114.4
SPR2001,2024-08-13,390,340,114.7
SPR2000,2024-08-13,363,420,86.4
IC1012,2024-08-13,438,560,78.2
SPR2019,2024-08-13,565,560,100.9
IC1029,2024-08-13,346,420,82.4
IC1000,2024-08-13,371,340,109.1
SPR2025,2024-08-13,351,320,109.7
IC1046,2024-08-13,462,360,128.3
IC1035,2024-08-13,474,560,84.6
IC1040,2024-08-13,217,340,63.8
SPR2011,2024-08-13,438,360,121.7
IC1030,2024-08-13,206,340,60.6
IC1042,2024-08-13,383,420,91.2
SPR2021,2024-08-13,499,640,78.0
IC1004,2024-08-13,567,640,88.6
IC1020,2024-08-13,202,280,72.1
IC1007,2024-08-13,385,360,106.9
SPR2005,2024-08-13,675,680,99.3
SPR2016,2024-08-13,565,640,88.3
IC1005,2024-08-13,681,640,106.4
SPR2023,2024-08-13,474,720,65.8
IC1041,2024-08-13,816,680,120.0
IC1049,2024-08-13,385,420,91.7
SPR2026,2024-08-13,525,510,102.9
SPR2012,2024-08-13,269,340,79.1
IC1037,2024-08-14,870,680,127.9
IC1021,2024-08-14,311,340,91.5
IC1002,2024-08-14,204,280,72.9
SPR2006,2024-08-14,384,540,71.1
IC1024,2024-08-14,508,640,79.4
SPR2025,2024-08-14,730,640,114.1
SPR2018,2024-08-14,554,680,81.5
IC1029,2024-08-14,335,510,65.7
SPR2009,2024-08-14,620,680,91.2
IC1018,2024-08-14,420,560,75.0
SPR2002,2024-08-14,597,480,124.4
SPR2016,2024-08-14,413,480,86.0
IC1041,2024-08-14,393,480,81.9
SPR2010,2024-08-14,657,720,91.2
IC1013,2024-08-14,396,640,61.9
IC1040,2024-08-14,349,360,96.9
IC1006,2024-08-14,438,340,128.8
IC1025,2024-08-14,403,480,84.0
IC1045,2024-08-14,426,340,125.3
SPR2024,2024-08-14,465,680,68.4
IC1033,2024-08-14,324,320,101.2
SPR2014,2024-08-14,301,420,71.7
IC1034,2024-08-14,437,360,121.4
IC1035,2024-08-14,310,280,110.7
IC1014,2024-08-14,873,720,121.2
SPR2015,2024-08-14,585,540,108.3
IC1038,2024-08-14,770,720,106.9
IC1003,2024-08-14,465,480,96.9
IC1042,2024-08-14,412,420,98.1
IC1019,2024-08-14,734,640,114.7
IC1039,2024-08-14,680,680,100.0
IC1048,2024-08-14,460,510,90.2
IC1036,2024-08-14,306,280,109.3
SPR2001,2024-08-14,407,320,127.2
SPR2000,2024-08-14,395,320,123.4
SPR2004,2024-08-14,397,480,82.7
SPR2028,2024-08-14,313,360,86.9
SPR2023,2024-08-14,406,320,126.9
IC1005,2024-08-14,412,540,76.3
IC1032,2024-08-14,372,540,68.9
SPR2000,2024-08-15,448,480,93.3
IC1006,2024-08-15,492,540,91.1
SPR2003,2024-08-15,314,320,98.1
IC1000,2024-08-15,317,510,62.2
IC1044,2024-08-15,536,720,74.4
IC1025,2024-08-15,790,680,116.2
SPR2016,2024-08-15,460,540,85.2
IC1031,2024-08-15,695,560,124.1
SPR2013,2024-08-15,359,360,99.7
IC1040,2024-08-15,344,560,61.4
SPR2014,2024-08-15,655,510,128.4
SPR2004,2024-08-15,263,320,82.2
IC1048,2024-08-15,360,420,85.7
IC1014,2024-08-15,395,320,123.4
IC1026,2024-08-15,680,560,121.4
SPR2007,2024-08-15,582,540,107.8
IC1049,2024-08-15,218,360,60.6
SPR2025,2024-08-15,409,680,60.1
SPR2017,2024-08-15,492,680,72.4
IC1022,2024-08-15,612,540,113.3
IC1042,2024-08-15,568,480,118.3
IC1037,2024-08-15,272,360,75.6
SPR2021,2024-08-15,183,280,65.4
IC1020,2024-08-15,377,420,89.8
IC1045,2024-08-15,900,720,125.0
IC1012,2024-08-15,618,640,96.6
SPR2026,2024-08-15,601,540,111.3
IC1033,2024-08-15,558,510,109.4
IC1032,2024-08-15,383,320,119.7
SPR2019,2024-08-15,464,360,128.9
SPR2023,2024-08-15,655,510,128.4
IC1005,2024-08-15,704,720,97.8
IC1001,2024-08-15,350,420,83.3
IC1046,2024-08-15,644,560,115.0
IC1007,2024-08-15,589,540,109.1
IC1024,2024-08-15,826,720,114.7
IC1028,2024-08-15,453,560,80.9
IC1008,2024-08-15,645,640,100.8
SPR2028,2024-08-15,306,420,72.9
SPR2012,2024-08-15,256,340,75.3
IC1036,2024-08-16,437,510,85.7
IC1028,2024-08-16,351,320,109.7
IC1041,2024-08-16,260,320,81.2
SPR2005,2024-08-16,564,680,82.9
IC1037,2024-08-16,371,320,115.9
IC1043,2024-08-16,396,320,123.8
IC1033,2024-08-16,403,340,118.5
SPR2009,2024-08-16,247,340,72.6
IC1030,2024-08-16,625,680,91.9
SPR2006,2024-08-16,557,510,109.2
IC1044,2024-08-16,790,720,109.7
IC1045,2024-08-16,245,280,87.5
IC1013,2024-08-16,375,420,89.3
IC1046,2024-08-16,481,480,100.2
IC1019,2024-08-16,386,360,107.2
IC1003,2024-08-16,351,540,65.0
IC1018,2024-08-16,536,510,105.1
IC1034,2024-08-16,268,280,95.7
SPR2002,2024-08-16,451,720,62.6
SPR2025,2024-08-16,436,680,64.1
SPR2017,2024-08-16,399,540,73.9
SPR2003,2024-08-16,271,320,84.7
IC1017,2024-08-16,362,320,113.1
SPR2010,2024-08-16,278,340,81.8
SPR2024,2024-08-16,544,480,113.3
IC1040,2024-08-16,322,340,94.7
IC1005,2024-08-16,268,360,74.4
IC1022,2024-08-16,388,340,114.1
SPR2027,2024-08-16,751,680,110.4
SPR2021,2024-08-16,425,680,62.5
IC1042,2024-08-16,401,360,111.4
SPR2000,2024-08-16,341,320,106.6
SPR2001,2024-08-16,465,540,86.1
IC1027,2024-08-16,332,320,103.8
IC1032,2024-08-16,451,640,70.5
SPR2022,2024-08-16,566,560,101.1
IC1012,2024-08-16,403,560,72.0
IC1024,2024-08-16,380,560,67.9
IC1007,2024-08-16,355,480,74.0
SPR2004,2024-08-16,349,510,68.4
SPR2002,2024-08-17,329,480,68.5
SPR2012,2024-08-17,341,280,121.8
IC1032,2024-08-17,417,340,122.6
IC1038,2024-08-17,568,510,111.4
SPR2021,2024-08-17,390,340,114.7
IC1048,2024-08-17,613,720,85.1
IC1028,2024-08-17,274,280,97.9
SPR2014,2024-08-17,655,560,117.0
SPR2029,2024-08-17,678,720,94.2
SPR2001,2024-08-17,535,480,111.5
IC1008,2024-08-17,304,340,89.4
